Stno,Chip,Database Id,Surname,First name,YB,S,Block,nc,Start,Finish,Time,Classifier,Club no.,Cl.name,City,Nat,Cl. no.,Short,Long,Num1,Num2,Num3,Text1,Text2,Text3,Adr. name,Street,Line2,Zip,City,Phone,Fax,EMail,Id/Club,Rented,Start fee,Paid,Course no.,Course,km,m,Course controls,Pl,Start punch,Finish punch,Control1,Punch1,Control2,Punch2,Control3,Punch3,Control4,Punch4,Control5,Punch5,Control6,Punch6,Control7,Punch7,Control8,Punch8,Control9,Punch9,Control10,Punch10,(may be more) ...,,,,,,,,,,,,,
,720210,83,Vukmanović,Mladen,,M,,0,21:00,53:00,32:00,0,2,KAP,OK Kapela,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,3,,53:00,34,06:58,33,08:23,35,10:17,36,14:15,43,15:28,38,16:15,39,17:59,54,22:53,59,26:56,57,30:04,100,31:32,,,,,,,,,,,,
,1401011,183,Trivunović,Vladimir,,M,,0,15:00,47:35,32:35,0,5,SOV,OK Sova,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,4,,47:35,34,05:45,33,06:58,35,08:52,36,12:13,43,13:35,38,14:33,39,16:40,54,22:17,59,25:51,57,30:19,100,32:10,,,,,,,,,,,,
,8314625,25,Tišljar,Ivo,,M,,0,19:00,51:46,32:46,0,9,ORI,OK Orion,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,5,,51:46,34,02:47,33,04:46,35,07:01,36,12:03,43,13:42,38,14:52,39,17:30,54,23:24,59,26:59,57,30:02,100,32:11,,,,,,,,,,,,
,7891004,32,Bogović,Marijan,,M,,0,13:00,46:38,33:38,0,3,JEL,OK Jelen,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,6,,46:38,34,02:41,33,04:50,35,06:51,36,12:11,43,14:03,38,14:45,39,16:33,54,22:58,59,27:33,57,31:22,100,33:15,,,,,,,,,,,,
,7889999,30,Strmečki,Petar,,M,,0,17:00,51:15,34:15,0,1,MAK,OK Maksimir,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,7,,51:15,34,02:49,33,04:29,35,07:03,36,10:39,43,12:26,38,13:28,39,15:32,54,22:42,59,27:22,57,31:28,100,33:41,,,,,,,,,,,,
,1401004,167,Truhlaž,Miodrag,,M,,0,23:00,59:37,36:37,0,5,SOV,OK Sova,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,8,,59:37,34,04:03,33,05:52,35,08:28,36,11:58,43,14:01,38,15:06,39,19:00,54,24:49,59,28:44,57,32:19,100,36:11,,,,,,,,,,,,
,7778000,71,Pavlin,Domagoj,,M,,0,33:00,75:42,42:42,0,4,VIH,OK Vihor,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,9,,75:42,34,03:21,33,06:26,35,09:51,36,15:17,43,17:05,38,18:35,39,24:27,54,29:51,59,35:05,57,39:28,100,42:19,,,,,,,,,,,,
,2133029,108,Dasović,Hrvoje,,M,,0,05:00,47:56,42:56,0,2,KAP,OK Kapela,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,10,,47:56,34,05:45,33,07:39,35,10:36,36,16:41,43,19:45,38,21:19,39,24:41,54,32:10,59,36:06,57,40:28,100,42:30,,,,,,,,,,,,
,893833,80,Horjan,Zdenko,,M,,0,09:00,52:08,43:08,0,4,VIH,OK Vihor,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,11,,52:08,34,06:10,33,07:55,35,10:16,36,15:35,43,17:24,38,18:29,39,20:49,54,26:48,59,37:36,57,40:40,100,42:42,,,,,,,,,,,,
,2123970,75,Špoljar,Krešo,,M,,0,29:00,75:46,46:46,0,2,KAP,OK Kapela,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,12,,75:46,34,05:19,33,07:27,35,10:23,36,19:14,43,21:01,38,22:22,39,28:10,54,33:59,59,39:14,57,43:34,100,46:27,,,,,,,,,,,,
,2128494,143,Tonković,Zdravko,,M,,0,11:00,76:32,65:32,0,2,KAP,OK Kapela,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,13,,76:32,34,10:43,33,13:07,35,18:35,36,27:56,43,31:02,38,33:13,39,37:29,54,48:37,59,54:27,57,61:19,100,64:43,,,,,,,,,,,,
,7630314,173,Merunka,Darko,,M,,0,25:00,,,2,1,MAK,OK Maksimir,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,300743,179,Vukelić,Bojan,,M,,0,31:00,,,1,1,MAK,OK Maksimir,CRO,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,250,,Vacant,,M,,0,03:00,,,0,,,,,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,249,,Vacant,,M,,0,35:00,,,0,,,,,7,M45,M45,,,,,,,,,,,,,,,,0,0,0,8,M45,2.7,85,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7111959,169,Štambuk,Dario,,M,,0,36:00,59:29,23:29,0,8,MERZ,OK Ivan Merz,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,1,,59:29,34,03:01,61,04:25,35,06:33,37,09:49,43,10:46,55,15:34,54,16:17,59,20:20,62,21:48,100,22:57,,,,,,,,,,,,,,
,7212123,87,Gobec,Karlo,,M,,0,24:00,52:09,28:09,0,4,VIH,OK Vihor,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,2,,52:09,34,03:17,61,05:05,35,07:51,37,12:49,43,13:55,55,19:22,54,20:14,59,24:36,62,26:28,100,27:41,,,,,,,,,,,,,,
,7040662,110,Horvat,Saša,,M,,0,30:00,59:57,29:57,0,1,MAK,OK Maksimir,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,3,,59:57,34,04:23,61,05:57,35,08:54,37,12:36,43,13:27,55,22:37,54,23:28,59,26:38,62,28:07,100,29:26,,,,,,,,,,,,,,
,337655,140,Sopina,Slavko,,M,,0,28:00,59:45,31:45,0,,,,,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,4,,59:45,34,06:11,61,08:51,35,11:03,37,14:58,43,16:07,55,24:35,54,25:26,59,28:31,62,30:00,100,31:12,,,,,,,,,,,,,,
,505905,135,Jelić,Mladen,,M,,0,22:00,60:12,38:12,0,2,KAP,OK Kapela,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,5,,60:12,34,12:08,61,14:48,35,17:06,37,23:43,43,24:55,55,29:48,54,30:33,59,34:40,62,36:21,100,37:39,,,,,,,,,,,,,,
,546169,36,Matijašić,Josip,,M,,0,34:00,72:20,38:20,0,4,VIH,OK Vihor,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,6,,72:20,34,04:33,61,06:19,35,10:35,37,18:29,43,20:14,55,27:26,54,29:05,59,34:07,62,36:31,100,37:51,,,,,,,,,,,,,,
,236865,65,Lukačić,Ivica,,M,,0,32:00,77:32,45:32,0,,,,,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,7,,77:32,34,11:35,61,14:09,35,18:30,37,23:52,43,25:27,55,31:41,54,33:14,59,40:32,62,43:21,100,44:58,,,,,,,,,,,,,,
,893825,24,Mihaljević,Nenad,,M,,0,42:00,93:34,51:34,0,4,VIH,OK Vihor,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,8,,93:34,34,11:19,61,13:36,35,16:42,37,25:42,43,26:48,55,36:01,54,37:04,59,44:38,62,49:10,100,50:58,,,,,,,,,,,,,,
,219395,191,Besten,Miroslav,,M,,0,38:00,93:36,55:36,0,3,JEL,OK Jelen,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,9,,93:36,34,14:57,61,16:50,35,19:34,37,26:58,43,28:51,55,37:53,54,39:20,59,50:40,62,53:42,100,55:09,,,,,,,,,,,,,,
,893828,132,Raškaj,Darko,,M,,0,40:00,,,1,2,KAP,OK Kapela,CRO,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,247,,Vacant,,M,,0,26:00,,,0,,,,,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,248,,Vacant,,M,,0,44:00,,,0,,,,,6,M55,M55,,,,,,,,,,,,,,,,0,0,0,9,M55,2.1,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2132997,152,Mesić,Ivica,,M,,0,07:00,32:13,25:13,0,4,VIH,OK Vihor,CRO,5,M65,M65,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,1,,32:13,40,03:09,61,05:25,60,09:15,37,13:17,43,14:35,44,17:51,59,20:07,62,22:07,100,24:47,,,,,,,,,,,,,,,,
,236885,16,Ulip,Željko,,M,,0,13:00,40:07,27:07,0,1,MAK,OK Maksimir,CRO,5,M65,M65,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,2,,40:07,40,02:42,61,04:47,60,11:14,37,12:54,43,14:29,44,18:46,59,22:17,62,25:20,100,26:43,,,,,,,,,,,,,,,,
,1946000,33,Turkalj,Milan,,M,,0,05:00,34:56,29:56,0,8,MERZ,OK Ivan Merz,CRO,5,M65,M65,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,3,,34:56,40,06:33,61,08:08,60,12:08,37,13:33,43,15:11,44,19:15,59,22:46,62,27:39,100,29:23,,,,,,,,,,,,,,,,
,236882,190,Čepelak,Radovan,,M,,0,09:00,53:58,44:58,0,1,MAK,OK Maksimir,CRO,5,M65,M65,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,4,,53:58,40,04:43,61,09:09,60,16:04,37,19:27,43,22:30,44,30:57,59,37:08,62,41:50,100,43:59,,,,,,,,,,,,,,,,
,,245,,Vacant,,M,,0,03:00,,,0,,,,,5,M65,M65,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,246,,Vacant,,M,,0,11:00,,,0,,,,,5,M65,M65,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1999219,193,Labaš,Predrag,,M,,0,28:00,68:00,40:00,0,8,MERZ,OK Ivan Merz,CRO,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,1,,68:00,40,03:34,35,14:30,60,21:58,43,26:43,44,31:16,58,38:21,100,39:37,,,,,,,,,,,,,,,,,,,,
,2136724,100,Anadolac,Filip,,M,,0,22:00,66:50,44:50,0,8,MERZ,OK Ivan Merz,CRO,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,2,,66:50,40,05:32,35,20:23,60,28:39,43,31:45,44,36:24,58,41:51,100,44:21,,,,,,,,,,,,,,,,,,,,
,893843,48,Hodak,Antonija,,M,,0,26:00,75:20,49:20,0,4,VIH,OK Vihor,CRO,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,3,,75:20,40,03:35,35,11:27,60,21:30,43,25:05,44,37:10,58,45:44,100,47:42,,,,,,,,,,,,,,,,,,,,
,232282,273,Prvonožac,Josip,,M,,0,34:00,94:00,60:00,0,,,,,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,4,,94:00,40,34:55,35,43:23,60,49:11,43,52:24,44,55:41,58,58:55,100,59:36,,,,,,,,,,,,,,,,,,,,
,237599,159,Črep,Ivano,,M,,0,24:00,100:10,76:10,0,7,JAP,OK Japetic,CRO,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,5,,100:10,40,15:34,35,53:34,60,59:41,43,62:57,44,66:53,58,72:59,100,75:35,,,,,,,,,,,,,,,,,,,,
,219393,14,Derdić,Iva,,M,,0,20:00,99:48,79:48,0,3,JEL,OK Jelen,CRO,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,6,,99:48,40,19:33,35,57:36,60,63:34,43,66:45,44,70:23,58,75:10,100,79:22,,,,,,,,,,,,,,,,,,,,
,,274,,Vacant,,M,,0,32:00,,,0,,,,,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41,,Vacant,,M,,0,30:00,768:08,738:08,3,,,,,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,,,768:08,,,35,706:53,,,43,713:00,44,721:45,,,100,737:45,,,,,,,,,,,,,,,,,,,,
,222412,54,Žigić,Lara,,M,,0,18:00,,,1,4,VIH,OK Vihor,CRO,19,OPEN,OPEN,,,,,,,,,,,,,,,,0,0,0,2,M14-OPEN,1.7,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7055033,118,Delić,Sara,,M,,0,58:00,73:29,15:29,0,3,JEL,OK Jelen,CRO,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,1,,73:29,31,01:31,40,02:50,60,06:36,41,09:56,58,13:22,100,15:06,,,,,,,,,,,,,,,,,,,,,,
,406868,184,Pavić,Monika,,M,,0,60:00,78:33,18:33,0,4,VIH,OK Vihor,CRO,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,2,,78:33,31,01:55,40,03:39,60,09:56,41,13:34,58,16:57,100,18:11,,,,,,,,,,,,,,,,,,,,,,
,893821,62,Bajrektarević,Luna,,M,,0,54:00,73:31,19:31,0,4,VIH,OK Vihor,CRO,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,3,,73:31,31,05:13,40,06:45,60,10:35,41,14:10,58,17:39,100,19:10,,,,,,,,,,,,,,,,,,,,,,
,8300220,133,Rako,Paola,,M,,0,64:00,84:32,20:32,0,4,VIH,OK Vihor,CRO,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,4,,84:32,31,01:17,40,02:16,60,11:56,41,15:27,58,17:54,100,20:10,,,,,,,,,,,,,,,,,,,,,,
,2133024,142,Hercigonja,Lucija,,M,,0,52:00,73:28,21:28,0,2,KAP,OK Kapela,CRO,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,5,,73:28,31,07:14,40,08:47,60,12:33,41,16:08,58,19:29,100,21:08,,,,,,,,,,,,,,,,,,,,,,
,7551552,119,Delić,Dora,,M,,0,62:00,84:42,22:42,0,3,JEL,OK Jelen,CRO,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,6,,84:42,31,02:07,40,04:15,60,14:05,41,17:46,58,20:15,100,22:18,,,,,,,,,,,,,,,,,,,,,,
,,271,,Vacant,,M,,0,66:00,,,0,,,,,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,272,,Vacant,,M,,0,56:00,,,0,,,,,18,Ž12,Ž12,,,,,,,,,,,,,,,,0,0,0,1,M12-Ž12,1.3,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2113348,175,Vidaković,Majda,,M,,0,37:00,59:44,22:44,0,2,KAP,OK Kapela,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,1,,59:44,40,02:30,61,04:32,60,10:12,41,12:43,59,18:00,58,19:46,62,21:05,100,22:20,,,,,,,,,,,,,,,,,,
,2144745,117,Mioković,Nina,,M,,0,45:00,74:16,29:16,0,2,KAP,OK Kapela,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,2,,74:16,40,03:04,61,06:39,60,11:22,41,16:09,59,20:50,58,21:35,62,27:14,100,28:50,,,,,,,,,,,,,,,,,,
,5729,13,Štambuk,Lucija Marijela,,M,,0,35:00,65:32,30:32,0,8,MERZ,OK Ivan Merz,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,3,,65:32,40,04:54,61,07:31,60,16:20,41,19:11,59,24:04,58,25:40,62,27:54,100,30:04,,,,,,,,,,,,,,,,,,
,2115782,47,Hodak,Mirta,,M,,0,43:00,74:30,31:30,0,4,VIH,OK Vihor,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,4,,74:30,40,02:31,61,03:42,60,06:55,41,09:10,59,19:50,58,22:58,62,29:05,100,31:06,,,,,,,,,,,,,,,,,,
,2132926,164,Drobić,Melissa,,M,,0,41:00,73:18,32:18,0,2,KAP,OK Kapela,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,5,,73:18,40,07:01,61,10:20,60,15:17,41,20:05,59,24:42,58,25:31,62,30:28,100,31:54,,,,,,,,,,,,,,,,,,
,893805,86,Gobec,Kimi Marija,,M,,0,51:00,84:49,33:49,0,4,VIH,OK Vihor,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,6,,84:49,40,03:41,61,09:56,60,18:37,41,22:44,59,28:16,58,29:57,62,31:47,100,33:26,,,,,,,,,,,,,,,,,,
,2127101,92,Nikolić,Marta,,M,,0,39:00,73:06,34:06,0,4,VIH,OK Vihor,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,7,,73:06,40,03:06,61,04:44,60,08:21,41,11:46,59,23:26,58,26:18,62,32:43,100,33:42,,,,,,,,,,,,,,,,,,
,2113332,82,Kovač,Wanda,,M,,0,49:00,84:51,35:51,0,2,KAP,OK Kapela,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,8,,84:51,40,05:43,61,11:54,60,20:49,41,24:41,59,30:27,58,31:55,62,33:44,100,35:26,,,,,,,,,,,,,,,,,,
,2113339,19,Potrebica,Ema,,M,,0,47:00,84:48,37:48,0,11,VAR,Orijentacijski klub Varaždin,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,9,,84:48,40,07:46,61,13:51,60,22:52,41,26:42,59,32:22,58,34:00,62,35:52,100,37:28,,,,,,,,,,,,,,,,,,
,2133352,107,Dasović,Petra,,M,,0,29:00,74:14,45:14,0,2,KAP,OK Kapela,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,10,,74:14,40,10:31,61,12:41,60,18:24,41,21:48,59,33:38,58,36:27,62,43:04,100,44:46,,,,,,,,,,,,,,,,,,
,,267,,Vacant,,M,,0,53:00,,,0,,,,,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,268,,Vacant,,M,,0,33:00,,,0,,,,,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2061276,178,Vukelić,Dora,,M,,0,31:00,,,1,1,MAK,OK Maksimir,CRO,16,Ž14,Ž14,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5768,12,Štambuk,Zdenka Petra,,M,,0,46:00,71:15,25:15,0,8,MERZ,OK Ivan Merz,CRO,14,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,1,,71:15,34,05:58,61,07:08,35,09:40,60,13:33,38,16:18,44,19:35,58,22:58,62,23:49,100,24:52,,,,,,,,,,,,,,,,
,,264,,Vacant,,M,,0,50:00,,,0,,,,,14,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,263,,Vacant,,M,,0,48:00,,,0,,,,,14,Ž16,Ž16,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8231003,23,Pavlin,Paula,,M,,0,52:00,85:07,33:07,0,4,VIH,OK Vihor,CRO,12,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,13,Ž20,2.9,85,12,1,,85:07,32,02:49,34,05:28,60,09:20,38,11:32,39,14:35,45,17:18,47,19:43,51,23:11,55,26:36,59,30:33,58,31:46,100,32:43,,,,,,,,,,
,893816,44,Lovrec,Mia,,M,,0,56:00,116:33,60:33,0,4,VIH,OK Vihor,CRO,12,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,13,Ž20,2.9,85,12,2,,116:33,32,05:24,34,11:01,60,16:23,38,21:56,39,25:04,45,31:53,47,36:38,51,42:12,55,47:27,59,56:18,58,57:55,100,59:40,,,,,,,,,,
,2105108,168,Jerković Perić,Olga,,M,,0,48:00,,,1,2,KAP,OK Kapela,CRO,12,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,13,Ž20,2.9,85,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,260,,Vacant,,M,,0,50:00,,,0,,,,,12,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,13,Ž20,2.9,85,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,259,,Vacant,,M,,0,54:00,,,0,,,,,12,Ž20,Ž20,,,,,,,,,,,,,,,,0,0,0,13,Ž20,2.9,85,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8050200,162,Tišljar,Ana,,M,,0,18:00,56:50,38:50,0,9,ORI,OK Orion,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,1,,56:50,34,04:33,35,06:54,37,09:47,43,10:34,45,17:48,46,19:20,47,20:38,52,24:35,54,29:12,44,32:11,59,33:46,56,36:34,57,37:14,100,38:32,,,,,,
,8041177,95,Orlić,Antonija,,M,,0,08:00,51:47,43:47,0,10,BJE,OK Bjelovar,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,2,,51:47,34,03:03,35,06:18,37,16:55,43,17:44,45,22:34,46,24:04,47,25:24,52,29:31,54,32:02,44,34:52,59,37:11,56,39:35,57,40:19,100,43:22,,,,,,
,7600000,158,Jandrečić,Nola,,M,,0,16:00,68:46,52:46,0,7,JAP,OK Japetic,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,3,,68:46,34,05:22,35,13:28,37,25:12,43,25:55,45,30:57,46,32:06,47,34:29,52,39:28,54,43:28,44,46:21,59,47:50,56,50:11,57,50:56,100,52:22,,,,,,
,893815,45,Lovrec,Iva,,M,,0,06:00,60:41,54:41,0,4,VIH,OK Vihor,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,4,,60:41,34,04:25,35,08:16,37,13:50,43,15:14,45,24:16,46,26:23,47,28:10,52,34:19,54,38:01,44,44:04,59,46:43,56,50:38,57,51:54,100,54:12,,,,,,
,893830,34,Težak,Dora,,M,,0,10:00,86:25,76:25,0,4,VIH,OK Vihor,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,5,,86:25,34,04:29,35,10:00,37,19:52,43,21:20,45,32:29,46,38:40,47,41:55,52,51:39,54,56:41,44,62:15,59,66:42,56,71:48,57,73:09,100,76:02,,,,,,
,,240,,Vacant,,M,,0,02:00,,,0,,,,,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,239,,Vacant,,M,,0,20:00,,,0,,,,,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5765,147,Štambuk,Iva,,M,,0,14:00,48:46,34:46,3,8,MERZ,OK Ivan Merz,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,,,48:46,34,03:11,35,05:33,,,43,09:29,45,17:12,46,18:13,47,19:16,52,23:06,54,25:44,44,28:23,59,29:53,56,32:02,57,32:43,100,34:22,,,,,,
,1403140,78,Pavić,Mirja,,M,,0,12:00,42:26,30:26,3,7,JAP,OK Japetic,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,,,42:26,34,02:22,35,04:29,37,07:17,43,07:57,,,46,12:47,47,15:50,52,19:12,54,21:41,44,24:21,59,26:03,56,28:04,57,28:42,100,30:04,,,,,,
,552005,141,Vukmanović,Vinka,,M,,0,04:00,37:06,33:06,3,2,KAP,OK Kapela,CRO,2,Ž21A,Ž21A,,,,,,,,,,,,,,,,0,0,0,14,Ž21A,3.4,105,14,,,37:06,34,04:13,35,06:25,37,09:35,43,10:37,,,46,16:16,47,17:37,52,21:16,54,23:28,44,26:18,59,27:47,56,30:25,57,31:08,100,32:38,,,,,,
,2144746,186,Fištrek,Željka,,M,,0,80:00,103:55,23:55,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,1,,103:55,34,05:35,61,06:55,35,09:01,60,12:17,38,15:44,44,18:55,58,21:45,62,22:36,100,23:31,,,,,,,,,,,,,,,,
,7830625,120,Delić,Ana,,M,,0,78:00,104:00,26:00,0,3,JEL,OK Jelen,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,2,,104:00,34,06:07,61,07:48,35,10:23,60,14:10,38,16:19,44,19:32,58,23:02,62,24:28,100,25:33,,,,,,,,,,,,,,,,
